,author,title,source,date,target
20457,By Eric Stirgus ,"""Statistics show that more people at this time telecommute than they ride carpools, mass transit, bicycle or walk.""",Debbie Dooley," July 3, 2012",half-true
20458,By Tia Mitchell ,"A company with ""20 employees"" could go ""out of business"" because of health care law requirements to buy insurance.",Rick Scott," July 3, 2012",pants-fire
20459,By Aaron Sharockman ,"The Medicaid expansion is ""going to cost Florida $1.9 billion a year.""",Rick Scott," July 2, 2012",false
20460,By Angie Drobnic Holan ,"Says the health care law rations care, like systems in Canada and Great Britain.",Rick Scott," July 2, 2012",false
20461,By Sean Gorman ,"Tim Kaine ""made Virginia the best state for business four years in a row.""",Majority PAC," July 2, 2012",barely-true
20462,By James B. Nelson ,"""Before Act 10, the total cost of public sector employees’ employment was 29 percent higher than that in the private sector. After the act, it’s still 22 percent higher.""",Ron Johnson," July 2, 2012",barely-true
20463,By Bill Wichert ,"""Just in the past 10 years, college tuition has increased 28 percent.""",Albio Sires," July 2, 2012",mostly-true
20464,By Joe Guillen ,"Lorain ""is the poorest urban school district in the state of Ohio.""",Dan Ramos," July 2, 2012",false
20465,By Chris Joyner ,"The transportation tax is regressive, and Emory University is ""literally getting its own transit line at virtually no cost to itself.""",Georgia Green Party," July 2, 2012",half-true
20466,By C. Eugene Emery Jr. ,"""No one in Rhode Island -- not just children, no one in Rhode Island -- should eat more than one serving of freshwater fish caught in our state each month.""",Sheldon Whitehouse," July 2, 2012",half-true
20467,By Tom Kertscher ,"As Massachusetts governor, Mitt Romney used a line-item veto to cut ""millions of dollars for firefighting equipment,"" including firefighters' ""coats, pants, helmets and boots.""",Mahlon Mitchell," July 1, 2012",true
20468,By Erin O'Neill ,"""New Jersey's citizens are working at the highest rate in three years.""",Jennifer Beck," July 1, 2012",false
20469,By Sean Gorman ,"President Obama's health care law is ""a government takeover of healthcare.""",George Allen," July 1, 2012",false
20470,By C. Eugene Emery Jr. ,"""People who wash cars at home will use approximately 80 percent more water than they do in a car wash.""",Helio Melo," July 1, 2012",pants-fire
20471,By Tom Humphrey ,"""(Environmentalists) said ‘We’re only going to stop coal mining above 2,000 feet.’ ... Well guess where all the coal in the state of Tennessee is? Above 2,000 feet.""",Ron Ramsey," June 30, 2012",false
20472,By C. Eugene Emery Jr. ,"President Obama’s health-care law will ""add trillions of dollars in debt.""",Barry Hinckley," June 30, 2012",false
20473,By Jake Berry ,"Says Rep. Charles Bass ""supports privatizing Social Security, risking trillions more on Wall Street.""",Ann McLane Kuster," June 29, 2012",barely-true
20474,By Charles Pope ,"""Oregon schools receive millions of dollars per year in federal school lunch assistance and yet they are required to spend that money almost anywhere but Oregon.""",Ron Wyden," June 29, 2012",true
20475,By Maryalice Gill ,Says Ann Kuster said the debate over America’s debt limit is not an important issue of the day.,Charles Bass," June 29, 2012",false
20476,By W. Gardner Selby ,"Says the federal health care law upheld by the Supreme Court ""has improved or saved the lives of more than 4,000 Texans"" otherwise prevented from obtaining health coverage due to pre-existing conditions.",Becky Moeller," June 29, 2012",true
20477,By Louis Jacobson ,"""If you're one of the more than 250 million Americans who already have health insurance, you will keep your health insurance.""",Barack Obama," June 29, 2012",half-true
20478,By Louis Jacobson ,"""Obamacare … means that for up to 20 million Americans, they will lose the insurance they currently have, the insurance that they like and they want to keep.""",Mitt Romney," June 29, 2012",false
20479,By W. Gardner Selby ,"""Austin is the biggest city in America with a Tier One research university (UT-Austin) but without a medical school.""",Austin Fund for Quality Healthcare," June 29, 2012",mostly-true
20480,By Tom Kertscher ,"Says ""Barack Obama and his team"" are ""socialists in every respect of the word.""",Mark Neumann," June 29, 2012",pants-fire
20481,By Erin O'Neill ,"Says there are ""$500 billion in Medicare cuts required to pay for this flawed [health care law].""",Jon Runyan," June 29, 2012",barely-true
20482,By Angie Drobnic Holan ,"""Obamacare adds trillions to our deficits and to our national debt.""",Mitt Romney," June 28, 2012",false
20483,By Louis Jacobson ,"Obama ""said (the individual mandate) wasn't a tax.""",Sarah Palin," June 28, 2012",true
20484,By Aaron Sharockman ,"""Obamacare is . . . the largest tax increase in the history of the world.""",Rush Limbaugh," June 28, 2012",pants-fire
20485,By Dave Umhoefer ,"Says U.S. Senate rival Tommy Thompson said he wants to ""do away with Medicare.""",Tammy Baldwin," June 28, 2012",half-true
20486,By Caryn Shinske ,"""There is little if any evidence that the use of red light cameras in New Jersey has reduced the number or severity of accidents at the intersections where they are used.""",Michael Doherty," June 28, 2012",true
20487,By Henry J.  Gomez ,"""Over the last few decades, the income of the top 1 percent grew by more than 275 percent -- to an average of $1.3 million a year.""",Barack Obama," June 28, 2012",mostly-true
20488,By Janie Har ,"Says ""TriMet's own analysis shows that YouthPass does not actually add to the transit agency's costs.""",Sam Adams," June 27, 2012",mostly-true
20489,By W. Gardner Selby ,"Says the Constitution ""specifically states the Congress shall write legislation for immigration policy,"" so Barack Obama lacks the authority to defer the deportation of young illegal immigrants.",John Carter," June 27, 2012",half-true
20490,By Sue Owen ,"Says because of Texas lawmakers’ choices, ""hundreds of thousands of women no longer have access to basic medical care, life-saving cancer screenings and contraception.""",Wendy Davis," June 27, 2012",half-true
20491,By Dave Umhoefer ,"""The median income in America has dropped by 10 percent in the last four years.""",Mitt Romney," June 27, 2012",half-true
20492,By Bill Wichert ,"""The state's unemployment rate is fifth-highest in the country, a full point above the nationwide rate and higher than all of our...neighboring states.""",Paul Sarlo," June 27, 2012",true
20493,By Tom Feran ,"Obama has ""racked up more debt than any president in history — over $5 trillion.""",Jim Renacci," June 27, 2012",half-true
20494,By Willoughby Mariano ,U.S. Rep. Phil Gingrey gave the government the power to electronically spy on Americans without a warrant.,Michael Opitz," June 27, 2012",barely-true
20495,By Janie Har ,"Says, ""Yet in Salem they have traditionally waited until the money is almost gone to pay for the most important things in our state’s budget.""",Shawn Lindsay," June 26, 2012",false
20496,By Molly Moorhead ,"The DREAM Act ""was written by members of both parties. When it came up for a vote a year and a half ago, Republicans in Congress blocked it. The bill hadn’t changed. ... The only thing that had changed was politics.""",Barack Obama," June 26, 2012",mostly-true
20497,By Bill Adair ,"Says ""a lip-reading instructor at the River School, a Washington, D.C., school for the deaf"" has determined that during 9/11 ceremonies, Michelle Obama said, ""All this for a damn flag.""",Chain email," June 26, 2012",pants-fire
20498,By Sabrina  Eaton ,Says Josh Mandel’s campaign is under FBI investigation,Workers' Voice," June 26, 2012",false
20499,By Tom Kertscher ,"Says GOP U.S. Rep. Sean Duffy of Wisconsin ""voted twice to end Medicare.""",Pat Kreitlow," June 25, 2012",pants-fire
20500,By Erin O'Neill ,"Says Gov. Chris Christie’s proposed budget is ""the biggest spending budget in the history of the state of New Jersey. It is the largest in the nation at this point in time.""",Vincent Prieto," June 25, 2012",false
20501,By Eric Stirgus ,"Atlanta Tea Party co-founder Debbie Dooley ""wants gas taxes raised.""",Citizens for Transportation Mobility," June 25, 2012",half-true
20502,By Nancy  Madsen ,"Ronald Reagan ""raised taxes in 1982, 1984, 1985, 1986 and 1987.""",Gerry Connolly," June 25, 2012",true
20503,By C. Eugene Emery Jr. ,"""Under current law, if you go on a dating website and you say you're 32 and you're actually 42, you've committed a misdemeanor.""",Christopher Blazejewski," June 25, 2012",true
20504,By James B. Nelson ,Federal health care reforms amounted to ‘the government takeover of health care.’,Tommy Thompson," June 24, 2012",pants-fire
20505,By Bill Wichert ,"Says New Jersey’s job growth in May represents ""25 percent of all the jobs created in the country.""",Chris Christie," June 24, 2012",false
20506,By Zack McMillin ,"""Three of our cities are among the top five worst cities in the U.S. for asthma.""",Lamar Alexander," June 24, 2012",true
20507,By C. Eugene Emery Jr. ,"Women ""earn only 77 cents for every dollar earned by men in the same position.""",David Cicilline," June 24, 2012",barely-true
20508,By Janie Har ,"""Did you know Wisconsin's AFSCME union has lost 50%+ of its members since no longer requiring membership?""",Steve Buckstein," June 22, 2012",mostly-true
20509,By Angie Drobnic Holan ,"""Gov. Romney was very clear, he would veto the DREAM Act.""",David Plouffe," June 22, 2012",true
20510,By Jake Berry ,"""Now, in the House of Representatives, we have 40 different jobs bills that have passed and almost all of them have been bipartisan.""",Frank Guinta," June 22, 2012",barely-true
20511,By W. Gardner Selby ,Says a national Coca-Cola study showed Texans love Texas more than residents of any other state love their state; Wisconsinites ranked second.,Paul Ryan," June 22, 2012",barely-true
20512,By Amy Sherman ,"In 2008, ""33.2 percent of those who voted early on the last Sunday before Election Day were African-American, while 23.6 percent were Hispanic.""",Corrine  Brown," June 22, 2012",true
20513,By Dave Umhoefer ,"""70 percent of the people who voted"" on June 5, 2012, ""just didn’t feel comfortable with the recall of the governor,"" weakening any idea that Wisconsin is ""fully behind this Walker agenda.""",Peter Barca," June 22, 2012",half-true
20514,By Chris Joyner ,"""Since the beginning of the economic downturn in FY 2008, the state workforce has been reduced by 12.4 percent as part of overall cost savings measures to balance the budget to reduce revenues.""",Nathan Deal," June 22, 2012",barely-true
20515,By Sean Gorman ,"""As Virginia lost over 65,000 jobs, (Tim) Kaine put partisan ambitions first"" by serving as DNC chairman during the last year of his governorship.",American Crossroads," June 22, 2012",half-true
20516,By Sabrina  Eaton ,"""My opponent, in 2008, had contributions investigated by the federal government.""",Jim Renacci," June 22, 2012",false
20517,By Tom Mooney ,"Rhode Island has the ""worst maintained bridges in the United States of America . . . and we have the second worst maintained roads [behind] Alaska.""",Michael Chippendale," June 22, 2012",true
20518,By Jon Greenberg ,"""Nearly 60% of all occupants of HUD properties in U.S. are illegals.""",Facebook posts," June 21, 2012",pants-fire
20519,By Louis Jacobson ,"""Women (are) paid 77 cents on the dollar for doing the same work as men.""",Barack Obama," June 21, 2012",barely-true
