,Unnamed: 0,author,title,source,date,target
20341,20341,By Bill Wichert ,say president barack obama doubled the national debt which had taken more than two century accumulate one year,Chain email," July 25, 2012",pants-fire
20342,20342,By Eric Stirgus ,the state georgia ha lost total job and construction job since may,Kasim Reed," July 25, 2012",true
20343,20343,By Henry J.  Gomez ,when josh mandel claim have accepted three debate with sen sherrod brown lying ha accepted zero proposed debate,Sherrod Brown," July 25, 2012",pants-fire
20344,20344,By Louis Jacobson ,gov romney plan would cut tax for the folk the very top,Barack Obama," July 24, 2012",mostly-true
20345,20345,By W. Gardner Selby ,say texas proved court that more than dead people voted the latest texas election,Greg Abbott," July 24, 2012",barely-true
20346,20346,By Sue Owen ,say michael cargill wa arrested and incarcerated bell county,Adan Ballesteros," July 24, 2012",barely-true
20347,20347,By Richard Locker ,gov bill haslam making our economic development department sharia compliant hiring woman who specializes sharia compliance that what her job,Woody Degan," July 24, 2012",pants-fire
20348,20348,By Willoughby Mariano ,proposed tax fund transportation project would spend take single vehicle off the road during the morning and afternoon commute,Steve Brown," July 24, 2012",false
20349,20349,By Louis Jacobson ,usa gun violence,Facebook posts," July 23, 2012",half-true
20350,20350,By Jon Greenberg ,stimulus dollar paid for windmill from china,Mitt Romney," July 23, 2012",barely-true
20351,20351,By Louis Jacobson ,nearly people get shot every year that people day and dead,Facebook posts," July 23, 2012",mostly-true
20352,20352,By Tom Kertscher ,say obamacare the largest middle class tax increase history,Jeff Fitzgerald," July 23, 2012",pants-fire
20353,20353,By Erin O'Neill ,used line item veto authority veto million dollar special interest spending that our budget this year still smaller than the fiscal year and budget signed predecessor,Chris Christie," July 23, 2012",false
20354,20354,By Willoughby Mariano ,the initially had three federal felony treason piracy and counterfeiting security and money,Paul Broun," July 23, 2012",mostly-true
20355,20355,By Jake Berry ,say new hampshire ha the third highest property tax the country,Jackie Cilley," July 23, 2012",true
20356,20356,By Lee Logan ,the pasco county budget ha doubled the past three year,Rachel O'Connor," July 22, 2012",false
20357,20357,By Erin O'Neill ,say president barack obama ha not raised tax,Bill Pascrell," July 22, 2012",false
20358,20358,By Bartholomew Sullivan ,obamacare represents the largest tax increase the history the world,Charlotte Bergmann," July 22, 2012",pants-fire
20359,20359,By C. Eugene Emery Jr. ,rhode islander pay among the highest auto repair bill the nation,Robert DiMuccio," July 22, 2012",true
20360,20360,By Katie Sanders ,say jim frishe wanted tax for doing our tax through accountant,Accountability in Government," July 20, 2012",true
20361,20361,By Amy Sherman ,say could the first president modern history outspent,Barack Obama," July 20, 2012",barely-true
20362,20362,By Ian K. Kullgren ,suspending system development charge for two year,Charlie Hales," July 20, 2012",half-flip
20363,20363,By Jon Greenberg ,the obama administration ha been outsourcing sending money solar and wind energy company that end making their product outside the united state,Mitt Romney," July 20, 2012",half-true
20364,20364,By Jon Greenberg ,say stimulus money went buy electric car from finland payback obama supporter,Mitt Romney," July 20, 2012",false
20365,20365,By Katie Sanders ,say jeff brandes voted allow state run citizen property insurance dump policy onto out state unregulated private company,Committee to Protect Florida," July 20, 2012",mostly-true
20366,20366,By W. Gardner Selby ,say city comparable size austin smaller wa broken into many congressional district,Daniel Rodriguez," July 20, 2012",mostly-true
20367,20367,By Tom Feran ,the affordable care act will likely down the biggest tax increase history,Josh Mandel," July 20, 2012",pants-fire
20368,20368,By Eric Stirgus ,the transportation sale tax would cost the average consumer estimated year,John Watson," July 20, 2012",mostly-true
20369,20369,By Louis Jacobson ,over the last six month president barack obama ha golfed time and held fundraiser but his job council ha never met,Republican National Committee," July 19, 2012",true
20370,20370,By Sue Owen ,say federal debt doubled during the bush administration,Paul Sadler," July 19, 2012",mostly-true
20371,20371,By Janie Har ,unemployment among oregon high school graduate aged increased more than percent from while the average increased only percent,Cascade Policy Institute," July 19, 2012",half-true
20372,20372,By Bill Wichert ,say raising the state income tax rate millionaire offset property tax for other resident not tax increase tax shift,Lou Greenwald," July 19, 2012",pants-fire
20373,20373,By Joe Guillen ,sherrod brown and his special interest ally washington are plotting spend over million defeat josh mandel,Ohio Republican Party," July 19, 2012",half-true
20374,20374,By Molly Moorhead ,say not accidental that the villain the batman movie named bane,Rush Limbaugh," July 18, 2012",pants-fire
20375,20375,By W. Gardner Selby ,every major newspaper texas call david dewhurst moderate,Club for Growth," July 18, 2012",barely-true
20376,20376,By Michael Collins ,you have ever visited nashville washington you will see many name and initial carved into desk,Julia Hurley," July 18, 2012",barely-true
20377,20377,By Jon Greenberg ,say mitt romney carried interest income wa tax trick,Barack Obama," July 18, 2012",barely-true
20378,20378,By Angie Drobnic Holan ,say debbie wasserman schultz ha these offshore account like mitt romney,Mary Matalin," July 18, 2012",barely-true
20379,20379,By Molly Moorhead ,when wa governor not only did test score improve also narrowed the achievement gap,Mitt Romney," July 18, 2012",half-true
20380,20380,By Tom Kertscher ,say president barack obama promised pathway citizenship undocumented immigrant and didn deliver jack squat any,Reince Priebus," July 18, 2012",mostly-true
20381,20381,By Bill Wichert ,say the money the budget give tax break everyone including people making more than million,Lou Greenwald," July 18, 2012",false
20382,20382,By Sabrina  Eaton ,eighty out county ohio have auto manufacturing facility,Debbie Wasserman Schultz," July 18, 2012",mostly-true
20383,20383,By Willoughby Mariano ,according national survey transit ridership among people age increased percent between and,Jeff Dickerson," July 18, 2012",half-true
20384,20384,By W. Gardner Selby ,mitt romney say the arizona immigration law should model for the nation,Barack Obama," July 17, 2012",false
20385,20385,By Sue Owen ,say labor force participation rate were the same when barack obama became president unemployment would percent,Paul Ryan," July 17, 2012",true
20386,20386,By Molly Moorhead ,say mitt romney had million the cayman island tax haven,Barack Obama," July 17, 2012",true
20387,20387,By Katie Sanders ,the medium won publish real photo trayvon martin with tattoo his face,Chain email," July 17, 2012",pants-fire
20388,20388,By Eric Stirgus ,federal regulation required the change georgia driver license renewal process,David Ralston," July 17, 2012",true
20389,20389,By Janie Har ,the portland milwaukie light rail transit project ha created direct job june,TriMet," July 16, 2012",half-true
20390,20390,By Louis Jacobson ,say mitt romney had million swiss bank account,Barack Obama," July 16, 2012",true
20391,20391,By Louis Jacobson ,you make more than year you only really take home about,Steve Doocy," July 16, 2012",false
20392,20392,By Katie Sanders ,the health care law add around billion tax the american people doe not discriminate between rich and poor,Marco Rubio," July 16, 2012",false
20393,20393,By Jake Berry ,bill brien tea party legislature tried repeal kindergarten and compulsory education defund planned parenthood and eliminate insurance coverage for birth control,New Hampshire Democratic Party," July 16, 2012",barely-true
20394,20394,By James B. Nelson ,foreign chinese prostitution money allegedly behind the group funding congressman sean duffy republican majority,Democratic Congressional Campaign Committee," July 16, 2012",pants-fire
20395,20395,By Bill Wichert ,new jersey today ha fewer employee state government than had when christie whitman left office january and think that good and did without any layoff did through attrition,Chris Christie," July 16, 2012",false
20396,20396,By Tom Feran ,the state ohio ha one the lowest unemployment rate the nation right now and leading the pack term job creation,Bill Johnson," July 16, 2012",barely-true
20397,20397,By Eric Stirgus ,funding the federal health care law without tax hike will require the state cut nearly quarter it annual budget,Brian Robinson," July 16, 2012",false
